article,word,n,total,tf,idf,tf_idf
Article 12,way,2,2243,8.916629514043691e-4,0.6931471805599453,6.18053660775698e-4
Article 12,whether,2,2243,8.916629514043691e-4,1.0986122886681098,9.795918757629155e-4
Article 12,whistle,2,2243,8.916629514043691e-4,2.4849066497880004,0.0022156991973143114
Article 12,window,2,2243,8.916629514043691e-4,1.0986122886681098,9.795918757629155e-4
Article 2,according,2,1589,0.0012586532410320957,0.6931471805599453,8.724319453240344e-4
Article 2,across,2,1589,0.0012586532410320957,0.6931471805599453,8.724319453240344e-4
Article 2,action,2,1589,0.0012586532410320957,0.1823215567939546,2.2947961836872825e-4
Article 2,addressed,2,1589,0.0012586532410320957,1.791759469228055,0.002255203863093839
Article 2,advising,2,1589,0.0012586532410320957,1.791759469228055,0.002255203863093839
Article 2,already,2,1589,0.0012586532410320957,0.4054651081081644,5.103399724457702e-4
Article 2,attorney,2,1589,0.0012586532410320957,2.4849066497880004,0.0031276358084178736
Article 2,auto,2,1589,0.0012586532410320957,2.4849066497880004,0.0031276358084178736
Article 2,back,2,1589,0.0012586532410320957,1.3862943611198906,0.001744863890648069
Article 2,both,2,1589,0.0012586532410320957,1.3862943611198906,0.001744863890648069
Article 2,box,2,1589,0.0012586532410320957,2.4849066497880004,0.0031276358084178736
Article 2,brainard,2,1589,0.0012586532410320957,2.4849066497880004,0.0031276358084178736
Article 2,cabinet,2,1589,0.0012586532410320957,1.791759469228055,0.002255203863093839
Article 2,california,2,1589,0.0012586532410320957,2.4849066497880004,0.0031276358084178736
Article 2,can,2,1589,0.0012586532410320957,0.1823215567939546,2.2947961836872825e-4
Article 2,cases,2,1589,0.0012586532410320957,1.3862943611198906,0.001744863890648069
Article 2,considering,2,1589,0.0012586532410320957,2.4849066497880004,0.0031276358084178736
Article 2,coordinating,2,1589,0.0012586532410320957,2.4849066497880004,0.0031276358084178736
Article 2,departments,2,1589,0.0012586532410320957,2.4849066497880004,0.0031276358084178736
Article 2,deputy,2,1589,0.0012586532410320957,1.791759469228055,0.002255203863093839
Article 2,drafting,2,1589,0.0012586532410320957,2.4849066497880004,0.0031276358084178736
Article 2,e.p.a,2,1589,0.0012586532410320957,2.4849066497880004,0.0031276358084178736
Article 2,economic,2,1589,0.0012586532410320957,0.5389965007326869,6.784096925521548e-4
Article 2,elect,2,1589,0.0012586532410320957,2.4849066497880004,0.0031276358084178736
Article 2,electric,2,1589,0.0012586532410320957,1.791759469228055,0.002255203863093839
Article 2,end,2,1589,0.0012586532410320957,0.8754687373538999,0.0011019115636927627
Article 2,experts,2,1589,0.0012586532410320957,0.8754687373538999,0.0011019115636927627
Article 2,focus,2,1589,0.0012586532410320957,1.3862943611198906,0.001744863890648069
Article 2,general,2,1589,0.0012586532410320957,1.0986122886681098,0.0013827719177698047
Article 2,global,2,1589,0.0012586532410320957,0.0870113769896297,1.0951715165466294e-4
Article 2,he's,2,1589,0.0012586532410320957,1.791759469228055,0.002255203863093839
Article 2,her,2,1589,0.0012586532410320957,1.0986122886681098,0.0013827719177698047
Article 2,holdren,2,1589,0.0012586532410320957,2.4849066497880004,0.0031276358084178736
Article 2,i,2,1589,0.0012586532410320957,0.28768207245178085,3.6209197287826416e-4
Article 2,includes,2,1589,0.0012586532410320957,1.791759469228055,0.002255203863093839
Article 2,incoming,2,1589,0.0012586532410320957,2.4849066497880004,0.0031276358084178736
Article 2,interview,2,1589,0.0012586532410320957,0.6931471805599453,8.724319453240344e-4
Article 2,it,2,1589,0.0012586532410320957,0,0
Article 2,it's,2,1589,0.0012586532410320957,1.791759469228055,0.002255203863093839
Article 2,key,2,1589,0.0012586532410320957,2.4849066497880004,0.0031276358084178736
Article 2,last,2,1589,0.0012586532410320957,0.0870113769896297,1.0951715165466294e-4
Article 2,law,2,1589,0.0012586532410320957,1.3862943611198906,0.001744863890648069
Article 2,lawsuits,2,1589,0.0012586532410320957,2.4849066497880004,0.0031276358084178736
Article 2,legal,2,1589,0.0012586532410320957,1.791759469228055,0.002255203863093839
Article 2,may,2,1589,0.0012586532410320957,0.4054651081081644,5.103399724457702e-4
Article 2,more,2,1589,0.0012586532410320957,0,0
Article 2,most,2,1589,0.0012586532410320957,0.1823215567939546,2.2947961836872825e-4
Article 2,only,2,1589,0.0012586532410320957,0.1823215567939546,2.2947961836872825e-4
Article 2,people,2,1589,0.0012586532410320957,0.5389965007326869,6.784096925521548e-4
Article 2,person,2,1589,0.0012586532410320957,1.791759469228055,0.002255203863093839
Article 2,post,2,1589,0.0012586532410320957,1.3862943611198906,0.001744863890648069
Article 2,power,2,1589,0.0012586532410320957,0.5389965007326869,6.784096925521548e-4
Article 2,profeta,2,1589,0.0012586532410320957,2.4849066497880004,0.0031276358084178736
Article 2,re,2,1589,0.0012586532410320957,2.4849066497880004,0.0031276358084178736
Article 2,recent,2,1589,0.0012586532410320957,0.6931471805599453,8.724319453240344e-4
Article 2,reduce,2,1589,0.0012586532410320957,0.8754687373538999,0.0011019115636927627
Article 2,regulatory,2,1589,0.0012586532410320957,2.4849066497880004,0.0031276358084178736
Article 2,report,2,1589,0.0012586532410320957,0.6931471805599453,8.724319453240344e-4
Article 2,require,2,1589,0.0012586532410320957,1.0986122886681098,0.0013827719177698047
Article 2,right,2,1589,0.0012586532410320957,0.6931471805599453,8.724319453240344e-4
Article 2,role,2,1589,0.0012586532410320957,1.3862943611198906,0.001744863890648069
Article 2,rollbacks,2,1589,0.0012586532410320957,2.4849066497880004,0.0031276358084178736
Article 2,rolled,2,1589,0.0012586532410320957,2.4849066497880004,0.0031276358084178736
Article 2,rule,2,1589,0.0012586532410320957,2.4849066497880004,0.0031276358084178736
Article 2,see,2,1589,0.0012586532410320957,0.6931471805599453,8.724319453240344e-4
Article 2,senate,2,1589,0.0012586532410320957,1.791759469228055,0.002255203863093839
Article 2,senator,2,1589,0.0012586532410320957,1.3862943611198906,0.001744863890648069
Article 2,served,2,1589,0.0012586532410320957,1.791759469228055,0.002255203863093839
Article 2,stability,2,1589,0.0012586532410320957,1.791759469228055,0.002255203863093839
Article 2,system,2,1589,0.0012586532410320957,0.8754687373538999,0.0011019115636927627
Article 2,taken,2,1589,0.0012586532410320957,0.8754687373538999,0.0011019115636927627
Article 2,than,2,1589,0.0012586532410320957,0.1823215567939546,2.2947961836872825e-4
Article 2,that's,2,1589,0.0012586532410320957,1.3862943611198906,0.001744863890648069
Article 2,their,2,1589,0.0012586532410320957,0.1823215567939546,2.2947961836872825e-4
Article 2,this,2,1589,0.0012586532410320957,0,0
Article 2,those,2,1589,0.0012586532410320957,0,0
Article 2,tom,2,1589,0.0012586532410320957,1.791759469228055,0.002255203863093839
Article 2,transportation,2,1589,0.0012586532410320957,1.791759469228055,0.002255203863093839
Article 2,trump's,2,1589,0.0012586532410320957,2.4849066497880004,0.0031276358084178736
Article 2,two,2,1589,0.0012586532410320957,0.4054651081081644,5.103399724457702e-4
Article 2,use,2,1589,0.0012586532410320957,1.0986122886681098,0.0013827719177698047
Article 2,vehicles,2,1589,0.0012586532410320957,1.791759469228055,0.002255203863093839
Article 2,well,2,1589,0.0012586532410320957,0.6931471805599453,8.724319453240344e-4
Article 2,what,2,1589,0.0012586532410320957,0.1823215567939546,2.2947961836872825e-4
Article 2,work,2,1589,0.0012586532410320957,0.4054651081081644,5.103399724457702e-4
Article 2,wrote,2,1589,0.0012586532410320957,1.791759469228055,0.002255203863093839
Article 2,years,2,1589,0.0012586532410320957,0.1823215567939546,2.2947961836872825e-4
Article 3,100,2,1808,0.0011061946902654867,0.6931471805599453,7.667557307079041e-4
Article 3,2016,2,1808,0.0011061946902654867,1.791759469228055,0.001982034811092981
Article 3,able,2,1808,0.0011061946902654867,1.0986122886681098,0.0012152790803850772
Article 3,after,2,1808,0.0011061946902654867,0.28768207245178085,3.18232381030731e-4
Article 3,again,2,1808,0.0011061946902654867,1.791759469228055,0.001982034811092981
Article 3,all,2,1808,0.0011061946902654867,0.1823215567939546,2.0168313804640994e-4
Article 3,along,2,1808,0.0011061946902654867,1.791759469228055,0.001982034811092981
Article 3,among,2,1808,0.0011061946902654867,1.0986122886681098,0.0012152790803850772
Article 3,around,2,1808,0.0011061946902654867,0.4054651081081644,4.48523349677173e-4
Article 3,baldwin,2,1808,0.0011061946902654867,2.4849066497880004,0.0027487905418008855
Article 3,bautista,2,1808,0.0011061946902654867,1.791759469228055,0.001982034811092981
Article 3,be,2,1808,0.0011061946902654867,0.0870113769896297,9.625152321861692e-5
Article 3,because,2,1808,0.0011061946902654867,0.5389965007326869,5.962350671821758e-4
Article 3,beyond,2,1808,0.0011061946902654867,1.3862943611198906,0.0015335114614158081
Article 3,called,2,1808,0.0011061946902654867,0.6931471805599453,7.667557307079041e-4
Article 3,can,2,1808,0.0011061946902654867,0.1823215567939546,2.0168313804640994e-4
Article 3,chance,2,1808,0.0011061946902654867,1.3862943611198906,0.0015335114614158081
Article 3,cheat,2,1808,0.0011061946902654867,2.4849066497880004,0.0027487905418008855
Article 3,city,2,1808,0.0011061946902654867,1.3862943611198906,0.0015335114614158081
Article 3,clear,2,1808,0.0011061946902654867,0.8754687373538999,9.68438868754314e-4
Article 3,come,2,1808,0.0011061946902654867,0.8754687373538999,9.68438868754314e-4
Article 3,country,2,1808,0.0011061946902654867,0.6931471805599453,7.667557307079041e-4
Article 3,county,2,1808,0.0011061946902654867,2.4849066497880004,0.0027487905418008855
Article 3,cousin,2,1808,0.0011061946902654867,2.4849066497880004,0.0027487905418008855
Article 3,creeks,2,1808,0.0011061946902654867,2.4849066497880004,0.0027487905418008855
Article 3,critical,2,1808,0.0011061946902654867,0.8754687373538999,9.68438868754314e-4
Article 3,davis,2,1808,0.0011061946902654867,2.4849066497880004,0.0027487905418008855
Article 3,democratic,2,1808,0.0011061946902654867,1.791759469228055,0.001982034811092981
Article 3,despite,2,1808,0.0011061946902654867,1.0986122886681098,0.0012152790803850772
Article 3,don't,2,1808,0.0011061946902654867,1.3862943611198906,0.0015335114614158081
Article 3,down,2,1808,0.0011061946902654867,0.8754687373538999,9.68438868754314e-4
Article 3,drive,2,1808,0.0011061946902654867,1.791759469228055,0.001982034811092981
Article 3,effects,2,1808,0.0011061946902654867,0.4054651081081644,4.48523349677173e-4
Article 3,every,2,1808,0.0011061946902654867,0.4054651081081644,4.48523349677173e-4
Article 3,fear,2,1808,0.0011061946902654867,1.791759469228055,0.001982034811092981
Article 3,federal,2,1808,0.0011061946902654867,1.0986122886681098,0.0012152790803850772
Article 3,find,2,1808,0.0011061946902654867,0.5389965007326869,5.962350671821758e-4
Article 3,fire,2,1808,0.0011061946902654867,2.4849066497880004,0.0027487905418008855
Article 3,fossil,2,1808,0.0011061946902654867,0.5389965007326869,5.962350671821758e-4
Article 3,foundation,2,1808,0.0011061946902654867,1.0986122886681098,0.0012152790803850772
Article 3,fuels,2,1808,0.0011061946902654867,0.8754687373538999,9.68438868754314e-4
Article 3,future,2,1808,0.0011061946902654867,0.5389965007326869,5.962350671821758e-4
Article 3,geography,2,1808,0.0011061946902654867,2.4849066497880004,0.0027487905418008855
Article 3,global,2,1808,0.0011061946902654867,0.0870113769896297,9.625152321861692e-5
Article 3,going,2,1808,0.0011061946902654867,0.6931471805599453,7.667557307079041e-4
Article 3,greater,2,1808,0.0011061946902654867,1.0986122886681098,0.0012152790803850772
Article 3,had,2,1808,0.0011061946902654867,0.1823215567939546,2.0168313804640994e-4
Article 3,half,2,1808,0.0011061946902654867,0.8754687373538999,9.68438868754314e-4
Article 3,hard,2,1808,0.0011061946902654867,1.3862943611198906,0.0015335114614158081
Article 3,he's,2,1808,0.0011061946902654867,1.791759469228055,0.001982034811092981
Article 3,him,2,1808,0.0011061946902654867,1.791759469228055,0.001982034811092981
Article 3,impacts,2,1808,0.0011061946902654867,0.8754687373538999,9.68438868754314e-4
Article 3,important,2,1808,0.0011061946902654867,0.5389965007326869,5.962350671821758e-4
Article 3,infrastructure,2,1808,0.0011061946902654867,1.3862943611198906,0.0015335114614158081
Article 3,jim,2,1808,0.0011061946902654867,2.4849066497880004,0.0027487905418008855
Article 3,june,2,1808,0.0011061946902654867,2.4849066497880004,0.0027487905418008855
Article 3,legislation,2,1808,0.0011061946902654867,1.3862943611198906,0.0015335114614158081
Article 3,like,2,1808,0.0011061946902654867,0.0870113769896297,9.625152321861692e-5
Article 3,lousy,2,1808,0.0011061946902654867,2.4849066497880004,0.0027487905418008855
Article 3,marner,2,1808,0.0011061946902654867,2.4849066497880004,0.0027487905418008855
Article 3,mayor,2,1808,0.0011061946902654867,1.3862943611198906,0.0015335114614158081
Article 3,mining,2,1808,0.0011061946902654867,2.4849066497880004,0.0027487905418008855
Article 3,money,2,1808,0.0011061946902654867,0.6931471805599453,7.667557307079041e-4
Article 3,month,2,1808,0.0011061946902654867,0.8754687373538999,9.68438868754314e-4
Article 3,morgantown,2,1808,0.0011061946902654867,2.4849066497880004,0.0027487905418008855
Article 3,most,2,1808,0.0011061946902654867,0.1823215567939546,2.0168313804640994e-4
Article 3,ms,2,1808,0.0011061946902654867,0.8754687373538999,9.68438868754314e-4
Article 3,nonprofit,2,1808,0.0011061946902654867,1.791759469228055,0.001982034811092981
Article 3,now,2,1808,0.0011061946902654867,0.0870113769896297,9.625152321861692e-5
Article 3,nuclear,2,1808,0.0011061946902654867,1.3862943611198906,0.0015335114614158081
Article 3,office,2,1808,0.0011061946902654867,1.3862943611198906,0.0015335114614158081
Article 3,oil,2,1808,0.0011061946902654867,1.0986122886681098,0.0012152790803850772
Article 3,once,2,1808,0.0011061946902654867,1.3862943611198906,0.0015335114614158081
Article 3,one,2,1808,0.0011061946902654867,0.28768207245178085,3.18232381030731e-4
Article 3,or,2,1808,0.0011061946902654867,0,0
Article 3,owns,2,1808,0.0011061946902654867,2.4849066497880004,0.0027487905418008855
Article 3,pitzer,2,1808,0.0011061946902654867,2.4849066497880004,0.0027487905418008855
Article 3,plan,2,1808,0.0011061946902654867,1.3862943611198906,0.0015335114614158081
Article 3,planet,2,1808,0.0011061946902654867,0.1823215567939546,2.0168313804640994e-4
Article 3,point,2,1808,0.0011061946902654867,0.5389965007326869,5.962350671821758e-4
Article 3,political,2,1808,0.0011061946902654867,1.0986122886681098,0.0012152790803850772
Article 3,power,2,1808,0.0011061946902654867,0.5389965007326869,5.962350671821758e-4
Article 3,program,2,1808,0.0011061946902654867,1.0986122886681098,0.0012152790803850772
Article 3,protect,2,1808,0.0011061946902654867,0.8754687373538999,9.68438868754314e-4
Article 3,pushing,2,1808,0.0011061946902654867,2.4849066497880004,0.0027487905418008855
Article 3,puts,2,1808,0.0011061946902654867,1.791759469228055,0.001982034811092981
Article 3,real,2,1808,0.0011061946902654867,1.791759469228055,0.001982034811092981
Article 3,recently,2,1808,0.0011061946902654867,1.791759469228055,0.001982034811092981
Article 3,reduce,2,1808,0.0011061946902654867,0.8754687373538999,9.68438868754314e-4
Article 3,replaced,2,1808,0.0011061946902654867,2.4849066497880004,0.0027487905418008855
Article 3,residents,2,1808,0.0011061946902654867,1.3862943611198906,0.0015335114614158081
Article 3,restaurant,2,1808,0.0011061946902654867,2.4849066497880004,0.0027487905418008855
Article 3,results,2,1808,0.0011061946902654867,1.3862943611198906,0.0015335114614158081
Article 3,roads,2,1808,0.0011061946902654867,2.4849066497880004,0.0027487905418008855
Article 3,say,2,1808,0.0011061946902654867,0.4054651081081644,4.48523349677173e-4
Article 3,schools,2,1808,0.0011061946902654867,1.791759469228055,0.001982034811092981
Article 3,shinn,2,1808,0.0011061946902654867,2.4849066497880004,0.0027487905418008855
Article 3,solar,2,1808,0.0011061946902654867,1.0986122886681098,0.0012152790803850772
Article 3,spill,2,1808,0.0011061946902654867,2.4849066497880004,0.0027487905418008855
Article 3,state's,2,1808,0.0011061946902654867,1.791759469228055,0.001982034811092981
Article 3,states,2,1808,0.0011061946902654867,0.4054651081081644,4.48523349677173e-4
Article 3,storm,2,1808,0.0011061946902654867,1.3862943611198906,0.0015335114614158081
Article 3,streams,2,1808,0.0011061946902654867,1.791759469228055,0.001982034811092981
Article 3,take,2,1808,0.0011061946902654867,0.4054651081081644,4.48523349677173e-4
Article 3,talk,2,1808,0.0011061946902654867,1.3862943611198906,0.0015335114614158081
Article 3,tasker,2,1808,0.0011061946902654867,2.4849066497880004,0.0027487905418008855
Article 3,terra,2,1808,0.0011061946902654867,2.4849066497880004,0.0027487905418008855
Article 3,that's,2,1808,0.0011061946902654867,1.3862943611198906,0.0015335114614158081
Article 3,then,2,1808,0.0011061946902654867,0.8754687373538999,9.68438868754314e-4
Article 3,think,2,1808,0.0011061946902654867,0.6931471805599453,7.667557307079041e-4
Article 3,through,2,1808,0.0011061946902654867,0.5389965007326869,5.962350671821758e-4
Article 3,tied,2,1808,0.0011061946902654867,1.791759469228055,0.001982034811092981
Article 3,times,2,1808,0.0011061946902654867,1.0986122886681098,0.0012152790803850772
Article 3,top,2,1808,0.0011061946902654867,0.6931471805599453,7.667557307079041e-4
Article 3,topography,2,1808,0.0011061946902654867,2.4849066497880004,0.0027487905418008855
Article 3,towns,2,1808,0.0011061946902654867,2.4849066497880004,0.0027487905418008855
Article 3,trying,2,1808,0.0011061946902654867,1.3862943611198906,0.0015335114614158081
Article 3,tunnelton,2,1808,0.0011061946902654867,2.4849066497880004,0.0027487905418008855
Article 3,two,2,1808,0.0011061946902654867,0.4054651081081644,4.48523349677173e-4
Article 3,update,2,1808,0.0011061946902654867,2.4849066497880004,0.0027487905418008855
Article 3,use,2,1808,0.0011061946902654867,1.0986122886681098,0.0012152790803850772
Article 3,using,2,1808,0.0011061946902654867,0.8754687373538999,9.68438868754314e-4
Article 3,utilities,2,1808,0.0011061946902654867,2.4849066497880004,0.0027487905418008855
Article 3,virginians,2,1808,0.0011061946902654867,2.4849066497880004,0.0027487905418008855
Article 3,wants,2,1808,0.0011061946902654867,2.4849066497880004,0.0027487905418008855
Article 3,we're,2,1808,0.0011061946902654867,1.3862943611198906,0.0015335114614158081
Article 3,we've,2,1808,0.0011061946902654867,1.791759469228055,0.001982034811092981
Article 3,week,2,1808,0.0011061946902654867,1.3862943611198906,0.0015335114614158081
Article 3,were,2,1808,0.0011061946902654867,0.1823215567939546,2.0168313804640994e-4
Article 3,whose,2,1808,0.0011061946902654867,0.8754687373538999,9.68438868754314e-4
Article 3,willing,2,1808,0.0011061946902654867,1.791759469228055,0.001982034811092981
Article 3,wind,2,1808,0.0011061946902654867,0.6931471805599453,7.667557307079041e-4
Article 3,worsening,2,1808,0.0011061946902654867,1.791759469228055,0.001982034811092981
Article 4,2015,2,1582,0.0012642225031605564,1.0986122886681098,0.0013888903775829454
Article 4,2030,2,1582,0.0012642225031605564,1.0986122886681098,0.0013888903775829454
Article 4,activists,2,1582,0.0012642225031605564,2.4849066497880004,0.0031414749049152976
Article 4,adapt,2,1582,0.0012642225031605564,1.0986122886681098,0.0013888903775829454
Article 4,added,2,1582,0.0012642225031605564,1.3862943611198906,0.0017525845273323522
Article 4,adow,2,1582,0.0012642225031605564,2.4849066497880004,0.0031414749049152976
Article 4,africa,2,1582,0.0012642225031605564,1.3862943611198906,0.0017525845273323522
Article 4,agreed,2,1582,0.0012642225031605564,1.791759469228055,0.0022651826412491216
Article 4,ahead,2,1582,0.0012642225031605564,1.0986122886681098,0.0013888903775829454
Article 4,also,2,1582,0.0012642225031605564,0.0870113769896297,1.100017408212765e-4
Article 4,among,2,1582,0.0012642225031605564,1.0986122886681098,0.0013888903775829454
Article 4,assistance,2,1582,0.0012642225031605564,1.791759469228055,0.0022651826412491216
Article 4,atmosphere,2,1582,0.0012642225031605564,1.0986122886681098,0.0013888903775829454
Article 4,average,2,1582,0.0012642225031605564,0.4054651081081644,5.125981139167692e-4
Article 4,being,2,1582,0.0012642225031605564,0.4054651081081644,5.125981139167692e-4
Article 4,below,2,1582,0.0012642225031605564,1.791759469228055,0.0022651826412491216
Article 4,blistering,2,1582,0.0012642225031605564,2.4849066497880004,0.0031414749049152976
Article 4,call,2,1582,0.0012642225031605564,0.8754687373538999,0.001106787278576359
Article 4,calls,2,1582,0.0012642225031605564,1.3862943611198906,0.0017525845273323522
Article 4,century,2,1582,0.0012642225031605564,1.3862943611198906,0.0017525845273323522
Article 4,compensation,2,1582,0.0012642225031605564,1.791759469228055,0.0022651826412491216
Article 4,could,2,1582,0.0012642225031605564,0.4054651081081644,5.125981139167692e-4
Article 4,crisis,2,1582,0.0012642225031605564,1.791759469228055,0.0022651826412491216
Article 4,damages,2,1582,0.0012642225031605564,1.791759469228055,0.0022651826412491216
Article 4,degree,2,1582,0.0012642225031605564,1.0986122886681098,0.0013888903775829454
Article 4,demanded,2,1582,0.0012642225031605564,2.4849066497880004,0.0031414749049152976
Article 4,did,2,1582,0.0012642225031605564,0.6931471805599453,8.762922636661761e-4
Article 4,disasters,2,1582,0.0012642225031605564,1.0986122886681098,0.0013888903775829454
Article 4,do,2,1582,0.0012642225031605564,0.1823215567939546,2.304950149101828e-4
Article 4,dragging,2,1582,0.0012642225031605564,2.4849066497880004,0.0031414749049152976
Article 4,dutch,2,1582,0.0012642225031605564,2.4849066497880004,0.0031414749049152976
Article 4,earlier,2,1582,0.0012642225031605564,0.5389965007326869,6.814115053510581e-4
Article 4,effects,2,1582,0.0012642225031605564,0.4054651081081644,5.125981139167692e-4
Article 4,efforts,2,1582,0.0012642225031605564,0.4054651081081644,5.125981139167692e-4
Article 4,emitters,2,1582,0.0012642225031605564,2.4849066497880004,0.0031414749049152976
Article 4,end,2,1582,0.0012642225031605564,0.8754687373538999,0.001106787278576359
Article 4,environment,2,1582,0.0012642225031605564,1.0986122886681098,0.0013888903775829454
Article 4,envoy,2,1582,0.0012642225031605564,1.791759469228055,0.0022651826412491216
Article 4,ever,2,1582,0.0012642225031605564,1.791759469228055,0.0022651826412491216
Article 4,far,2,1582,0.0012642225031605564,0.6931471805599453,8.762922636661761e-4
Article 4,fight,2,1582,0.0012642225031605564,1.0986122886681098,0.0013888903775829454
Article 4,floods,2,1582,0.0012642225031605564,0.5389965007326869,6.814115053510581e-4
Article 4,fraction,2,1582,0.0012642225031605564,2.4849066497880004,0.0031414749049152976
Article 4,fuel,2,1582,0.0012642225031605564,0.8754687373538999,0.001106787278576359
Article 4,galvanize,2,1582,0.0012642225031605564,2.4849066497880004,0.0031414749049152976
Article 4,generations,2,1582,0.0012642225031605564,2.4849066497880004,0.0031414749049152976
Article 4,goal,2,1582,0.0012642225031605564,1.0986122886681098,0.0013888903775829454
Article 4,goals,2,1582,0.0012642225031605564,1.3862943611198906,0.0017525845273323522
Article 4,government,2,1582,0.0012642225031605564,0.4054651081081644,5.125981139167692e-4
Article 4,groups,2,1582,0.0012642225031605564,2.4849066497880004,0.0031414749049152976
Article 4,if,2,1582,0.0012642225031605564,0.28768207245178085,3.636941497494069e-4
Article 4,immediate,2,1582,0.0012642225031605564,2.4849066497880004,0.0031414749049152976
Article 4,increase,2,1582,0.0012642225031605564,0.6931471805599453,8.762922636661761e-4
Article 4,india,2,1582,0.0012642225031605564,1.3862943611198906,0.0017525845273323522
Article 4,india’s,2,1582,0.0012642225031605564,2.4849066497880004,0.0031414749049152976
Article 4,industrialized,2,1582,0.0012642225031605564,1.791759469228055,0.0022651826412491216
Article 4,island,2,1582,0.0012642225031605564,1.0986122886681098,0.0013888903775829454
Article 4,issue,2,1582,0.0012642225031605564,0.8754687373538999,0.001106787278576359
Article 4,it’s,2,1582,0.0012642225031605564,0.6931471805599453,8.762922636661761e-4
Article 4,just,2,1582,0.0012642225031605564,0.1823215567939546,2.304950149101828e-4
Article 4,leaders,2,1582,0.0012642225031605564,0.4054651081081644,5.125981139167692e-4
Article 4,likely,2,1582,0.0012642225031605564,0.4054651081081644,5.125981139167692e-4
Article 4,lives,2,1582,0.0012642225031605564,0.8754687373538999,0.001106787278576359
Article 4,made,2,1582,0.0012642225031605564,0.28768207245178085,3.636941497494069e-4
Article 4,make,2,1582,0.0012642225031605564,0.28768207245178085,3.636941497494069e-4
Article 4,meet,2,1582,0.0012642225031605564,0.5389965007326869,6.814115053510581e-4
Article 4,methane,2,1582,0.0012642225031605564,2.4849066497880004,0.0031414749049152976
Article 4,million,2,1582,0.0012642225031605564,0.8754687373538999,0.001106787278576359
Article 4,monday’s,2,1582,0.0012642225031605564,2.4849066497880004,0.0031414749049152976
Article 4,money,2,1582,0.0012642225031605564,0.6931471805599453,8.762922636661761e-4
Article 4,morgan,2,1582,0.0012642225031605564,2.4849066497880004,0.0031414749049152976
Article 4,nation,2,1582,0.0012642225031605564,1.3862943611198906,0.0017525845273323522
Article 4,no,2,1582,0.0012642225031605564,0.1823215567939546,2.304950149101828e-4
Article 4,oil,2,1582,0.0012642225031605564,1.0986122886681098,0.0013888903775829454
Article 4,over,2,1582,0.0012642225031605564,0.28768207245178085,3.636941497494069e-4
Article 4,own,2,1582,0.0012642225031605564,0.8754687373538999,0.001106787278576359
Article 4,pace,2,1582,0.0012642225031605564,2.4849066497880004,0.0031414749049152976
Article 4,paris,2,1582,0.0012642225031605564,0.8754687373538999,0.001106787278576359
Article 4,plants,2,1582,0.0012642225031605564,1.0986122886681098,0.0013888903775829454
Article 4,point,2,1582,0.0012642225031605564,0.5389965007326869,6.814115053510581e-4
Article 4,polluters,2,1582,0.0012642225031605564,1.791759469228055,0.0022651826412491216
Article 4,power,2,1582,0.0012642225031605564,0.5389965007326869,6.814115053510581e-4
Article 4,respond,2,1582,0.0012642225031605564,1.791759469228055,0.0022651826412491216
Article 4,rotevatn,2,1582,0.0012642225031605564,2.4849066497880004,0.0031414749049152976
Article 4,same,2,1582,0.0012642225031605564,1.3862943611198906,0.0017525845273323522
Article 4,science,2,1582,0.0012642225031605564,0.5389965007326869,6.814115053510581e-4
Article 4,scientists,2,1582,0.0012642225031605564,0.8754687373538999,0.001106787278576359
Article 4,sea,2,1582,0.0012642225031605564,1.0986122886681098,0.0013888903775829454
Article 4,shell,2,1582,0.0012642225031605564,1.791759469228055,0.0022651826412491216
Article 4,slightly,2,1582,0.0012642225031605564,2.4849066497880004,0.0031414749049152976
Article 4,statement,2,1582,0.0012642225031605564,1.791759469228055,0.0022651826412491216
Article 4,steps,2,1582,0.0012642225031605564,1.3862943611198906,0.0017525845273323522
Article 4,strategies,2,1582,0.0012642225031605564,1.0986122886681098,0.0013888903775829454
Article 4,stronger,2,1582,0.0012642225031605564,1.3862943611198906,0.0017525845273323522
Article 4,suffering,2,1582,0.0012642225031605564,1.0986122886681098,0.0013888903775829454
Article 4,take,2,1582,0.0012642225031605564,0.4054651081081644,5.125981139167692e-4
Article 4,taking,2,1582,0.0012642225031605564,0.5389965007326869,6.814115053510581e-4
Article 4,terms,2,1582,0.0012642225031605564,1.791759469228055,0.0022651826412491216
Article 4,through,2,1582,0.0012642225031605564,0.5389965007326869,6.814115053510581e-4
Article 4,time,2,1582,0.0012642225031605564,0.4054651081081644,5.125981139167692e-4
Article 4,top,2,1582,0.0012642225031605564,0.6931471805599453,8.762922636661761e-4
Article 4,up,2,1582,0.0012642225031605564,0.28768207245178085,3.636941497494069e-4
Article 4,we,2,1582,0.0012642225031605564,0.1823215567939546,2.304950149101828e-4
Article 4,were,2,1582,0.0012642225031605564,0.1823215567939546,2.304950149101828e-4
Article 4,where,2,1582,0.0012642225031605564,0.4054651081081644,5.125981139167692e-4
Article 4,whether,2,1582,0.0012642225031605564,1.0986122886681098,0.0013888903775829454
Article 4,will,2,1582,0.0012642225031605564,0.0870113769896297,1.100017408212765e-4
Article 4,with,2,1582,0.0012642225031605564,0,0
Article 4,worsening,2,1582,0.0012642225031605564,1.791759469228055,0.0022651826412491216
Article 4,would,2,1582,0.0012642225031605564,0.1823215567939546,2.304950149101828e-4
Article 4,xie,2,1582,0.0012642225031605564,2.4849066497880004,0.0031414749049152976
