"","articles","word","n","total","tf","idf","tf_idf"
"746","LATimes1","oxnard",1,856,0.00240963855421687,2.30258509299405,0.00554839781444348
"747","LATimes1","pacific",1,856,0.00240963855421687,1.6094379124341,0.00387816364441952
"748","LATimes1","parched",1,856,0.00240963855421687,1.6094379124341,0.00387816364441952
"749","LATimes1","patzert",1,856,0.00240963855421687,2.30258509299405,0.00554839781444348
"750","LATimes1","previous",1,856,0.00240963855421687,0.916290731874155,0.00220792947439555
"751","LATimes1","proclamations",1,856,0.00240963855421687,2.30258509299405,0.00554839781444348
"752","LATimes1","propulsion",1,856,0.00240963855421687,2.30258509299405,0.00554839781444348
"753","LATimes1","pursued",1,856,0.00240963855421687,2.30258509299405,0.00554839781444348
"754","LATimes1","quarters",1,856,0.00240963855421687,2.30258509299405,0.00554839781444348
"755","LATimes1","recharging",1,856,0.00240963855421687,2.30258509299405,0.00554839781444348
"756","LATimes1","recorded",1,856,0.00240963855421687,1.20397280432594,0.00290113928753238
"757","LATimes1","recovery",1,856,0.00240963855421687,2.30258509299405,0.00554839781444348
"758","LATimes1","reduce",1,856,0.00240963855421687,0.510825623765991,0.00123090511750841
"759","LATimes1","refilling",1,856,0.00240963855421687,2.30258509299405,0.00554839781444348
"760","LATimes1","related",1,856,0.00240963855421687,2.30258509299405,0.00554839781444348
"761","LATimes1","report",1,856,0.00240963855421687,0.693147180559945,0.00167023417002396
"762","LATimes1","reset",1,856,0.00240963855421687,2.30258509299405,0.00554839781444348
"763","LATimes1","resources.the",1,856,0.00240963855421687,2.30258509299405,0.00554839781444348
"764","LATimes1","restrictions",1,856,0.00240963855421687,1.6094379124341,0.00387816364441952
"765","LATimes1","retired",1,856,0.00240963855421687,2.30258509299405,0.00554839781444348
"766","LATimes1","reversed",1,856,0.00240963855421687,2.30258509299405,0.00554839781444348
"767","LATimes1","revived",1,856,0.00240963855421687,2.30258509299405,0.00554839781444348
"768","LATimes1","river",1,856,0.00240963855421687,1.20397280432594,0.00290113928753238
"769","LATimes1","rivers",1,856,0.00240963855421687,2.30258509299405,0.00554839781444348
"770","LATimes1","runs",1,856,0.00240963855421687,2.30258509299405,0.00554839781444348
"771","LATimes1","said.but",1,856,0.00240963855421687,2.30258509299405,0.00554839781444348
"772","LATimes1","said.jeanine",1,856,0.00240963855421687,2.30258509299405,0.00554839781444348
"773","LATimes1","say.but",1,856,0.00240963855421687,2.30258509299405,0.00554839781444348
"774","LATimes1","says.california",1,856,0.00240963855421687,2.30258509299405,0.00554839781444348
"775","LATimes1","scientists",1,856,0.00240963855421687,1.20397280432594,0.00290113928753238
"776","LATimes1","season",1,856,0.00240963855421687,0.916290731874155,0.00220792947439555
"777","LATimes1","senior",1,856,0.00240963855421687,1.6094379124341,0.00387816364441952
"778","LATimes1","sept",1,856,0.00240963855421687,1.6094379124341,0.00387816364441952
"779","LATimes1","service's",1,856,0.00240963855421687,1.6094379124341,0.00387816364441952
"780","LATimes1","shasta",1,856,0.00240963855421687,2.30258509299405,0.00554839781444348
"781","LATimes1","single",1,856,0.00240963855421687,1.6094379124341,0.00387816364441952
"782","LATimes1","situation",1,856,0.00240963855421687,1.6094379124341,0.00387816364441952
"783","LATimes1","snow",1,856,0.00240963855421687,1.6094379124341,0.00387816364441952
"784","LATimes1","snowfall",1,856,0.00240963855421687,2.30258509299405,0.00554839781444348
"785","LATimes1","snowpack",1,856,0.00240963855421687,1.6094379124341,0.00387816364441952
"786","LATimes1","snowy",1,856,0.00240963855421687,2.30258509299405,0.00554839781444348
"787","LATimes1","southwest",1,856,0.00240963855421687,2.30258509299405,0.00554839781444348
"788","LATimes1","spanned",1,856,0.00240963855421687,2.30258509299405,0.00554839781444348
"789","LATimes1","statewide",1,856,0.00240963855421687,2.30258509299405,0.00554839781444348
"790","LATimes1","stations",1,856,0.00240963855421687,2.30258509299405,0.00554839781444348
"791","LATimes1","storage",1,856,0.00240963855421687,2.30258509299405,0.00554839781444348
"792","LATimes1","streams",1,856,0.00240963855421687,2.30258509299405,0.00554839781444348
"793","LATimes1","stringent",1,856,0.00240963855421687,2.30258509299405,0.00554839781444348
"794","LATimes1","studying",1,856,0.00240963855421687,2.30258509299405,0.00554839781444348
"795","LATimes1","summer",1,856,0.00240963855421687,0.693147180559945,0.00167023417002396
"796","LATimes1","swing",1,856,0.00240963855421687,2.30258509299405,0.00554839781444348
"797","LATimes1","system.the",1,856,0.00240963855421687,2.30258509299405,0.00554839781444348
"798","LATimes1","table.precipitation",1,856,0.00240963855421687,2.30258509299405,0.00554839781444348
"799","LATimes1","tallies",1,856,0.00240963855421687,2.30258509299405,0.00554839781444348
"800","LATimes1","term",1,856,0.00240963855421687,0.916290731874155,0.00220792947439555
"801","LATimes1","terms",1,856,0.00240963855421687,2.30258509299405,0.00554839781444348
"802","LATimes1","thursday",1,856,0.00240963855421687,1.6094379124341,0.00387816364441952
"803","LATimes1","time",1,856,0.00240963855421687,0.105360515657826,0.000253880760621268
"804","LATimes1","total",1,856,0.00240963855421687,1.6094379124341,0.00387816364441952
"805","LATimes1","typically",1,856,0.00240963855421687,0.916290731874155,0.00220792947439555
"806","LATimes1","u.s",1,856,0.00240963855421687,0.510825623765991,0.00123090511750841
"807","LATimes1","unlike",1,856,0.00240963855421687,1.6094379124341,0.00387816364441952
"808","LATimes1","updated",1,856,0.00240963855421687,2.30258509299405,0.00554839781444348
"809","LATimes1","varies",1,856,0.00240963855421687,2.30258509299405,0.00554839781444348
"810","LATimes1","voluntarily",1,856,0.00240963855421687,2.30258509299405,0.00554839781444348
"811","LATimes1","warm",1,856,0.00240963855421687,1.6094379124341,0.00387816364441952
"812","LATimes1","warmer",1,856,0.00240963855421687,2.30258509299405,0.00554839781444348
"813","LATimes1","warming",1,856,0.00240963855421687,0.356674943938732,0.000859457696237909
"814","LATimes1","weekly",1,856,0.00240963855421687,1.6094379124341,0.00387816364441952
"815","LATimes1","west",1,856,0.00240963855421687,0.916290731874155,0.00220792947439555
"816","LATimes1","wetter",1,856,0.00240963855421687,2.30258509299405,0.00554839781444348
"817","LATimes1","widespread",1,856,0.00240963855421687,1.20397280432594,0.00290113928753238
"818","LATimes1","wildly",1,856,0.00240963855421687,2.30258509299405,0.00554839781444348
"819","LATimes1","winters",1,856,0.00240963855421687,2.30258509299405,0.00554839781444348
"820","LATimes1","worse.the",1,856,0.00240963855421687,2.30258509299405,0.00554839781444348
"821","LATimes1","worsened",1,856,0.00240963855421687,1.6094379124341,0.00387816364441952
"822","LATimes1","worst",1,856,0.00240963855421687,0.693147180559945,0.00167023417002396
"823","LATimes1","written",1,856,0.00240963855421687,2.30258509299405,0.00554839781444348
"824","LATimes1","year.the",1,856,0.00240963855421687,2.30258509299405,0.00554839781444348
"825","LATimes10","1.2",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"826","LATimes10","10",1,653,0.00297619047619048,1.20397280432594,0.00358325239382719
"827","LATimes10","107",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"828","LATimes10","110",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"829","LATimes10","112",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"830","LATimes10","113",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"831","LATimes10","116",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"832","LATimes10","2016",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"833","LATimes10","2020",1,653,0.00297619047619048,0.693147180559945,0.00206293803738079
"834","LATimes10","40",1,653,0.00297619047619048,1.20397280432594,0.00358325239382719
"835","LATimes10","47",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"836","LATimes10","70",1,653,0.00297619047619048,1.6094379124341,0.00478999378700625
"837","LATimes10","acres",1,653,0.00297619047619048,1.20397280432594,0.00358325239382719
"838","LATimes10","act",1,653,0.00297619047619048,1.20397280432594,0.00358325239382719
"839","LATimes10","action",1,653,0.00297619047619048,0.916290731874155,0.00272705574962546
"840","LATimes10","activities",1,653,0.00297619047619048,1.20397280432594,0.00358325239382719
"841","LATimes10","adapt.the",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"842","LATimes10","adjustments",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"843","LATimes10","afternoon",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"844","LATimes10","agency",1,653,0.00297619047619048,0.916290731874155,0.00272705574962546
"845","LATimes10","ago",1,653,0.00297619047619048,1.6094379124341,0.00478999378700625
"846","LATimes10","aimed",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"847","LATimes10","air",1,653,0.00297619047619048,0.693147180559945,0.00206293803738079
"848","LATimes10","alas",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"849","LATimes10","amid",1,653,0.00297619047619048,1.6094379124341,0.00478999378700625
"850","LATimes10","asphalt",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"851","LATimes10","atmosphere.the",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"852","LATimes10","avoid",1,653,0.00297619047619048,1.6094379124341,0.00478999378700625
"853","LATimes10","baking",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"854","LATimes10","basic",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"855","LATimes10","billion",1,653,0.00297619047619048,1.20397280432594,0.00358325239382719
"856","LATimes10","bipartisan",1,653,0.00297619047619048,1.6094379124341,0.00478999378700625
"857","LATimes10","blackouts",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"858","LATimes10","blistering",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"859","LATimes10","bound",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"860","LATimes10","british",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"861","LATimes10","buckle",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"862","LATimes10","built",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"863","LATimes10","burn",1,653,0.00297619047619048,1.6094379124341,0.00478999378700625
"864","LATimes10","burned",1,653,0.00297619047619048,1.20397280432594,0.00358325239382719
"865","LATimes10","buses",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"866","LATimes10","california",1,653,0.00297619047619048,0.510825623765991,0.0015203143564464
"867","LATimes10","canada.all",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"868","LATimes10","city",1,653,0.00297619047619048,1.6094379124341,0.00478999378700625
"869","LATimes10","city's",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"870","LATimes10","coast",1,653,0.00297619047619048,1.6094379124341,0.00478999378700625
"871","LATimes10","coincidentally",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"872","LATimes10","cold",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"873","LATimes10","columbia",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"874","LATimes10","compounds",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"875","LATimes10","compromise",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"876","LATimes10","concerns",1,653,0.00297619047619048,1.6094379124341,0.00478999378700625
"877","LATimes10","conditioning",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"878","LATimes10","continue",1,653,0.00297619047619048,0.693147180559945,0.00206293803738079
"879","LATimes10","cost",1,653,0.00297619047619048,1.6094379124341,0.00478999378700625
"880","LATimes10","country's",1,653,0.00297619047619048,1.6094379124341,0.00478999378700625
"881","LATimes10","crack",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"882","LATimes10","crippled",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"883","LATimes10","current",1,653,0.00297619047619048,1.20397280432594,0.00358325239382719
"884","LATimes10","curtail",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"885","LATimes10","damage",1,653,0.00297619047619048,1.6094379124341,0.00478999378700625
"886","LATimes10","dams",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"887","LATimes10","days",1,653,0.00297619047619048,0.916290731874155,0.00272705574962546
"888","LATimes10","deadly",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"889","LATimes10","decades",1,653,0.00297619047619048,0.916290731874155,0.00272705574962546
"890","LATimes10","deck",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"891","LATimes10","demonstrates",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"892","LATimes10","directions.u.s",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"893","LATimes10","disasters",1,653,0.00297619047619048,1.6094379124341,0.00478999378700625
"894","LATimes10","dome",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"895","LATimes10","dramatic",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"896","LATimes10","due",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"897","LATimes10","earlier",1,653,0.00297619047619048,0.916290731874155,0.00272705574962546
"898","LATimes10","emissions",1,653,0.00297619047619048,0.693147180559945,0.00206293803738079
"899","LATimes10","eugene",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"900","LATimes10","evacuate",1,653,0.00297619047619048,1.6094379124341,0.00478999378700625
"901","LATimes10","extremes",1,653,0.00297619047619048,1.6094379124341,0.00478999378700625
"902","LATimes10","fast",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"903","LATimes10","feeling",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"904","LATimes10","feet",1,653,0.00297619047619048,1.6094379124341,0.00478999378700625
"905","LATimes10","field",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"906","LATimes10","floods",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"907","LATimes10","fluctuations",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"908","LATimes10","focus",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"909","LATimes10","forced",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"910","LATimes10","forecasters",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"911","LATimes10","fossil",1,653,0.00297619047619048,0.693147180559945,0.00206293803738079
"912","LATimes10","fueling",1,653,0.00297619047619048,1.6094379124341,0.00478999378700625
"913","LATimes10","furnace",1,653,0.00297619047619048,1.6094379124341,0.00478999378700625
"914","LATimes10","grids",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"915","LATimes10","halted",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"916","LATimes10","happening",1,653,0.00297619047619048,1.20397280432594,0.00358325239382719
"917","LATimes10","heat.seattle",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"918","LATimes10","highway",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"919","LATimes10","hot",1,653,0.00297619047619048,1.20397280432594,0.00358325239382719
"920","LATimes10","hottest",1,653,0.00297619047619048,1.20397280432594,0.00358325239382719
"921","LATimes10","human",1,653,0.00297619047619048,0.693147180559945,0.00206293803738079
"922","LATimes10","idaho",1,653,0.00297619047619048,1.6094379124341,0.00478999378700625
"923","LATimes10","industrialized",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"924","LATimes10","intense",1,653,0.00297619047619048,0.693147180559945,0.00206293803738079
"925","LATimes10","investments",1,653,0.00297619047619048,1.6094379124341,0.00478999378700625
"926","LATimes10","june",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"927","LATimes10","lawmakers",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"928","LATimes10","led",1,653,0.00297619047619048,1.6094379124341,0.00478999378700625
"929","LATimes10","levees",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"930","LATimes10","life",1,653,0.00297619047619048,1.20397280432594,0.00358325239382719
"931","LATimes10","light",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"932","LATimes10","lytton",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"933","LATimes10","manage",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"934","LATimes10","mass",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"935","LATimes10","matter",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"936","LATimes10","mercury",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"937","LATimes10","million",1,653,0.00297619047619048,0.693147180559945,0.00206293803738079
"938","LATimes10","modernize",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"939","LATimes10","monday",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"940","LATimes10","monday.many",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"941","LATimes10","montana.yet",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"942","LATimes10","nation",1,653,0.00297619047619048,1.6094379124341,0.00478999378700625
"943","LATimes10","nation's",1,653,0.00297619047619048,1.20397280432594,0.00358325239382719
"944","LATimes10","nations",1,653,0.00297619047619048,0.916290731874155,0.00272705574962546
"945","LATimes10","normal",1,653,0.00297619047619048,0.916290731874155,0.00272705574962546
"946","LATimes10","olympic",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"947","LATimes10","onslaught",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"948","LATimes10","operate",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"949","LATimes10","ore",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"950","LATimes10","package",1,653,0.00297619047619048,1.6094379124341,0.00478999378700625
"951","LATimes10","painful",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"952","LATimes10","patrol",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"953","LATimes10","patterns",1,653,0.00297619047619048,1.6094379124341,0.00478999378700625
"954","LATimes10","pool",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"955","LATimes10","portion",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"956","LATimes10","power",1,653,0.00297619047619048,1.6094379124341,0.00478999378700625
"957","LATimes10","prepared",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"958","LATimes10","prevent",1,653,0.00297619047619048,1.20397280432594,0.00358325239382719
"959","LATimes10","previous",1,653,0.00297619047619048,0.916290731874155,0.00272705574962546
"960","LATimes10","projects",1,653,0.00297619047619048,1.6094379124341,0.00478999378700625
"961","LATimes10","proofing.the",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"962","LATimes10","public",1,653,0.00297619047619048,0.916290731874155,0.00272705574962546
"963","LATimes10","push",1,653,0.00297619047619048,1.6094379124341,0.00478999378700625
"964","LATimes10","quickly",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"965","LATimes10","rail",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"966","LATimes10","reality",1,653,0.00297619047619048,1.6094379124341,0.00478999378700625
"967","LATimes10","recorded",1,653,0.00297619047619048,1.20397280432594,0.00358325239382719
"968","LATimes10","reduce",1,653,0.00297619047619048,0.510825623765991,0.0015203143564464
"969","LATimes10","reminder",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"970","LATimes10","replay",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"971","LATimes10","resilient",1,653,0.00297619047619048,1.6094379124341,0.00478999378700625
"972","LATimes10","responds",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"973","LATimes10","responsible",1,653,0.00297619047619048,1.6094379124341,0.00478999378700625
"974","LATimes10","risk",1,653,0.00297619047619048,1.6094379124341,0.00478999378700625
"975","LATimes10","roads",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"976","LATimes10","rolling",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"977","LATimes10","scale",1,653,0.00297619047619048,1.6094379124341,0.00478999378700625
"978","LATimes10","school",1,653,0.00297619047619048,1.6094379124341,0.00478999378700625
"979","LATimes10","school.in",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"980","LATimes10","sense",1,653,0.00297619047619048,0.916290731874155,0.00272705574962546
"981","LATimes10","seriousness",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"982","LATimes10","service",1,653,0.00297619047619048,1.20397280432594,0.00358325239382719
"983","LATimes10","set",1,653,0.00297619047619048,0.916290731874155,0.00272705574962546
"984","LATimes10","shortchanged",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"985","LATimes10","sign",1,653,0.00297619047619048,1.20397280432594,0.00358325239382719
"986","LATimes10","sizzling",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"987","LATimes10","slowly",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"988","LATimes10","snap",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"989","LATimes10","specifically",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"990","LATimes10","spectators",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"991","LATimes10","spew",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"992","LATimes10","stadium",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"993","LATimes10","started",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"994","LATimes10","streetcars",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"995","LATimes10","students",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"996","LATimes10","surely",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"997","LATimes10","temperature",1,653,0.00297619047619048,0.916290731874155,0.00272705574962546
"998","LATimes10","texas",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"999","LATimes10","threat",1,653,0.00297619047619048,0.916290731874155,0.00272705574962546
"1000","LATimes10","threatening",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"1001","LATimes10","tied",1,653,0.00297619047619048,1.20397280432594,0.00358325239382719
"1002","LATimes10","time",1,653,0.00297619047619048,0.105360515657826,0.00031357296326734
"1003","LATimes10","track",1,653,0.00297619047619048,1.6094379124341,0.00478999378700625
"1004","LATimes10","transport",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"1005","LATimes10","trapping",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"1006","LATimes10","trend",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"1007","LATimes10","trials",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"1008","LATimes10","triggered",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"1009","LATimes10","trillion",1,653,0.00297619047619048,1.6094379124341,0.00478999378700625
"1010","LATimes10","typically",1,653,0.00297619047619048,0.916290731874155,0.00272705574962546
"1011","LATimes10","u.s",1,653,0.00297619047619048,0.510825623765991,0.0015203143564464
"1012","LATimes10","u.s.but",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"1013","LATimes10","unaccustomed",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"1014","LATimes10","united",1,653,0.00297619047619048,0.693147180559945,0.00206293803738079
"1015","LATimes10","unprepared.just",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"1016","LATimes10","upward",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"1017","LATimes10","visceral",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"1018","LATimes10","visitors",1,653,0.00297619047619048,1.6094379124341,0.00478999378700625
"1019","LATimes10","warming",1,653,0.00297619047619048,0.356674943938732,0.00106153257124623
"1020","LATimes10","washington",1,653,0.00297619047619048,1.20397280432594,0.00358325239382719
"1021","LATimes10","water",1,653,0.00297619047619048,0.916290731874155,0.00272705574962546
"1022","LATimes10","waves",1,653,0.00297619047619048,1.6094379124341,0.00478999378700625
"1023","LATimes10","weaning",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"1024","LATimes10","west",1,653,0.00297619047619048,0.916290731874155,0.00272705574962546
"1025","LATimes10","woefully",1,653,0.00297619047619048,2.30258509299405,0.00685293182438704
"1026","LATimes10","world",1,653,0.00297619047619048,0.510825623765991,0.0015203143564464
"1027","LATimes2","1.4",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1028","LATimes2","1.5",1,777,0.00289017341040462,1.6094379124341,0.00465155466021416
"1029","LATimes2","12",1,777,0.00289017341040462,0.693147180559945,0.00200331555075129
"1030","LATimes2","19",1,777,0.00289017341040462,1.6094379124341,0.00465155466021416
"1031","LATimes2","19th",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1032","LATimes2","2015",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1033","LATimes2","2050",1,777,0.00289017341040462,1.6094379124341,0.00465155466021416
"1034","LATimes2","2100",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1035","LATimes2","4.4",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1036","LATimes2","76",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1037","LATimes2","ability",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1038","LATimes2","absolutely",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1039","LATimes2","absorbed",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1040","LATimes2","act.political",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1041","LATimes2","acting",1,777,0.00289017341040462,1.6094379124341,0.00465155466021416
"1042","LATimes2","action",1,777,0.00289017341040462,0.916290731874155,0.00264823910946288
"1043","LATimes2","added.the",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1044","LATimes2","affecting",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1045","LATimes2","agency",1,777,0.00289017341040462,0.916290731874155,0.00264823910946288
"1046","LATimes2","agreement",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1047","LATimes2","antonio",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1048","LATimes2","attention",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1049","LATimes2","based",1,777,0.00289017341040462,1.20397280432594,0.00347969018591311
"1050","LATimes2","beginning",1,777,0.00289017341040462,0.916290731874155,0.00264823910946288
"1051","LATimes2","behemoth",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1052","LATimes2","bequeath",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1053","LATimes2","blow",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1054","LATimes2","bogus",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1055","LATimes2","book",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1056","LATimes2","brake",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1057","LATimes2","bring",1,777,0.00289017341040462,1.20397280432594,0.00347969018591311
"1058","LATimes2","burns",1,777,0.00289017341040462,1.6094379124341,0.00465155466021416
"1059","LATimes2","catastrophe",1,777,0.00289017341040462,1.6094379124341,0.00465155466021416
"1060","LATimes2","catastrophic",1,777,0.00289017341040462,1.6094379124341,0.00465155466021416
"1061","LATimes2","celsius",1,777,0.00289017341040462,1.6094379124341,0.00465155466021416
"1062","LATimes2","celsius.the",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1063","LATimes2","center",1,777,0.00289017341040462,1.6094379124341,0.00465155466021416
"1064","LATimes2","championed",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1065","LATimes2","chief",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1066","LATimes2","city",1,777,0.00289017341040462,1.6094379124341,0.00465155466021416
"1067","LATimes2","clean",1,777,0.00289017341040462,1.20397280432594,0.00347969018591311
"1068","LATimes2","closer",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1069","LATimes2","code",1,777,0.00289017341040462,1.6094379124341,0.00465155466021416
"1070","LATimes2","collapse",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1071","LATimes2","collective",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1072","LATimes2","combined.the",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
